full_name,name,parent-location,GEOID,eviction-rate,poverty-rate,rent-burden,pct-renter-occupied,Program1Slope,Program2Slope,Program3Slope,5YearTrend,5YearTrendNum
Monona County-Iowa,Monona County,Iowa,19133,0.09,9.51,26,28.64,0.25,0.286,0.211,down,-1
Monroe County-Iowa,Monroe County,Iowa,19135,0.77,10.62,22.7,25.38,0.25,0.267,0.211,up,1
Montgomery County-Iowa,Montgomery County,Iowa,19137,1.75,15.02,25.8,31.32,0.25,0.286,0.211,up,1
Muscatine County-Iowa,Muscatine County,Iowa,19139,2.31,10.61,27.1,26.06,0.25,0.286,0.211,down,-1
O'Brien County-Iowa,O'Brien County,Iowa,19141,1.02,4.7,21.1,26.05,0.25,0.267,0.211,up,1
Osceola County-Iowa,Osceola County,Iowa,19143,0.17,5.36,21.9,21.69,0.25,0.267,0.211,up,1
Page County-Iowa,Page County,Iowa,19145,0.96,10.78,24.4,25.63,0.25,0.267,0.211,up,1
Palo Alto County-Iowa,Palo Alto County,Iowa,19147,0.28,6.25,25.5,25.62,0.25,0.286,0.211,up,1
Plymouth County-Iowa,Plymouth County,Iowa,19149,0.47,6.08,24.3,20.83,0.25,0.267,0.211,up,1
Pocahontas County-Iowa,Pocahontas County,Iowa,19151,0.73,9.21,20.3,22.71,0.25,0.267,0.211,up,1
Polk County-Iowa,Polk County,Iowa,19153,2.48,9.23,28,32.42,0.25,0.286,0.211,down,-1
Pottawattamie County-Iowa,Pottawattamie County,Iowa,19155,3.19,9.02,27.6,30.65,0.25,0.286,0.211,down,-1
Poweshiek County-Iowa,Poweshiek County,Iowa,19157,1.15,6.76,26.5,28.79,0.25,0.286,0.211,up,1
Ringgold County-Iowa,Ringgold County,Iowa,19159,0.2,9.09,23.3,22.46,0.25,0.267,0.211,down,-1
Sac County-Iowa,Sac County,Iowa,19161,0.3,4.86,20.2,19.9,0.25,0.267,0.211,down,-1
Scott County-Iowa,Scott County,Iowa,19163,3.92,8.44,28,31.95,0.25,0.286,0.211,down,-1
Shelby County-Iowa,Shelby County,Iowa,19165,1.08,6.39,26.2,20.75,0.25,0.286,0.211,up,1
Sioux County-Iowa,Sioux County,Iowa,19167,0.04,5.08,22.3,21.08,0.25,0.267,0.211,down,-1
Story County-Iowa,Story County,Iowa,19169,1.02,6.23,35.2,46.56,0.25,0.286,0.222,up,1
Tama County-Iowa,Tama County,Iowa,19171,1.32,7.95,25.7,22.97,0.25,0.286,0.211,up,1
Taylor County-Iowa,Taylor County,Iowa,19173,0.47,11.1,26,28.28,0.25,0.286,0.211,up,1
Union County-Iowa,Union County,Iowa,19175,0.81,9.8,26.9,28.82,0.25,0.286,0.211,down,-1
Van Buren County-Iowa,Van Buren County,Iowa,19177,1.29,8.91,22.3,14.37,0.25,0.267,0.211,up,1
Wapello County-Iowa,Wapello County,Iowa,19179,3.33,13.44,31.2,26.84,0.25,0.286,0.211,up,1
Washington County-Iowa,Washington County,Iowa,19183,0.96,6.25,24.6,28.1,0.25,0.267,0.211,up,1
Wayne County-Iowa,Wayne County,Iowa,19185,0.51,8.06,26.2,18.72,0.25,0.286,0.211,up,1
Webster County-Iowa,Webster County,Iowa,19187,2.69,11.36,27.4,32.32,0.25,0.286,0.211,up,1
Winnebago County-Iowa,Winnebago County,Iowa,19189,0.51,7.24,21.6,24.61,0.25,0.267,0.211,down,-1
Winneshiek County-Iowa,Winneshiek County,Iowa,19191,0.24,6.05,23.6,23.02,0.25,0.267,0.211,up,1
Woodbury County-Iowa,Woodbury County,Iowa,19193,2.8,10.77,28.4,32.49,0.25,0.286,0.211,up,1
Worth County-Iowa,Worth County,Iowa,19195,0.29,10.13,27.5,21.64,0.25,0.286,0.211,down,-1
Wright County-Iowa,Wright County,Iowa,19197,0.97,6.87,30.1,24.66,0.25,0.286,0.211,up,1
Ada County-Idaho,Ada County,Idaho,16001,0.42,8.12,29.4,32.71,0.25,0.286,0.211,down,-1
Benewah County-Idaho,Benewah County,Idaho,16009,0.3,11.72,26,27.84,0.25,0.286,0.211,down,-1
Bingham County-Idaho,Bingham County,Idaho,16011,0.85,10.52,24.2,25.91,0.25,0.267,0.211,up,1
Blaine County-Idaho,Blaine County,Idaho,16013,0.13,8.2,28,34.07,0.25,0.286,0.211,down,-1
Bonneville County-Idaho,Bonneville County,Idaho,16019,0.69,10.23,29.7,28.44,0.25,0.286,0.211,down,-1
Camas County-Idaho,Camas County,Idaho,16025,0.84,12.08,28,31.95,0.25,0.286,0.211,down,-1
Canyon County-Idaho,Canyon County,Idaho,16027,1.1,14.16,29.2,31.28,0.25,0.286,0.211,up,1
Cassia County-Idaho,Cassia County,Idaho,16031,0.98,12.64,26,29.31,0.25,0.286,0.211,up,1
Clearwater County-Idaho,Clearwater County,Idaho,16035,0.1,9.23,23.9,21.46,0.25,0.267,0.211,up,1
Elmore County-Idaho,Elmore County,Idaho,16039,0.69,11.61,27.1,41.15,0.25,0.286,0.222,up,1
Gem County-Idaho,Gem County,Idaho,16045,1.19,11.29,30.9,29.77,0.25,0.286,0.211,down,-1
Gooding County-Idaho,Gooding County,Idaho,16047,0.05,12.79,29,32.63,0.25,0.286,0.211,up,1
Jefferson County-Idaho,Jefferson County,Idaho,16051,0.06,8.88,23,17.85,0.25,0.267,0.211,down,-1
Jerome County-Idaho,Jerome County,Idaho,16053,0.8,12.97,28.5,36.2,0.25,0.286,0.211,down,-1
Kootenai County-Idaho,Kootenai County,Idaho,16055,1.12,9.36,29.9,29.85,0.25,0.286,0.211,down,-1
Latah County-Idaho,Latah County,Idaho,16057,0.01,10.1,35.2,45.96,0.25,0.286,0.222,up,1
Lincoln County-Idaho,Lincoln County,Idaho,16063,1.45,8.53,27,28.94,0.25,0.286,0.211,down,-1
Madison County-Idaho,Madison County,Idaho,16065,0.03,28.56,44.8,52.37,0.33,0.4,0.222,down,-1
Minidoka County-Idaho,Minidoka County,Idaho,16067,0.49,11.73,22,25.87,0.25,0.267,0.211,down,-1
Nez Perce County-Idaho,Nez Perce County,Idaho,16069,0.35,7.55,26.9,30.03,0.25,0.286,0.211,down,-1
Payette County-Idaho,Payette County,Idaho,16075,0.67,13.76,28.5,23.97,0.25,0.286,0.211,down,-1
Power County-Idaho,Power County,Idaho,16077,1.75,13.01,21.5,28.79,0.25,0.267,0.211,up,1
Twin Falls County-Idaho,Twin Falls County,Idaho,16083,1.02,11.74,28.4,33.81,0.25,0.286,0.211,down,-1
Washington County-Idaho,Washington County,Idaho,16087,0.59,14.38,40.8,26.78,0.25,0.4,0.211,down,-1
Adams County-Illinois,Adams County,Illinois,17001,0.74,10.29,28.7,29.3,0.25,0.286,0.211,down,-1
Bond County-Illinois,Bond County,Illinois,17005,1.21,10.57,25.2,23.16,0.25,0.286,0.211,up,1
Boone County-Illinois,Boone County,Illinois,17007,1.22,8.96,26.8,18.85,0.25,0.286,0.211,up,1
Bureau County-Illinois,Bureau County,Illinois,17011,0.95,9.67,27.5,24.69,0.25,0.286,0.211,down,-1
Carroll County-Illinois,Carroll County,Illinois,17015,0.32,9.49,27.2,23.21,0.25,0.286,0.211,down,-1
Cass County-Illinois,Cass County,Illinois,17017,0.72,9.67,24.4,27.21,0.25,0.267,0.211,down,-1
Champaign County-Illinois,Champaign County,Illinois,17019,1.44,10.61,34.6,45.07,0.25,0.286,0.222,up,1
Clay County-Illinois,Clay County,Illinois,17025,0.14,10.68,20.1,20.47,0.25,0.267,0.211,down,-1
Clinton County-Illinois,Clinton County,Illinois,17027,0.99,6.23,23.4,16.94,0.25,0.267,0.211,down,-1
Coles County-Illinois,Coles County,Illinois,17029,0.9,13.95,34.1,37.95,0.25,0.286,0.211,down,-1
Cook County-Illinois,Cook County,Illinois,17031,1.22,13.24,31.3,43,0.25,0.286,0.222,down,-1
Crawford County-Illinois,Crawford County,Illinois,17033,0.17,8.62,27,20.31,0.25,0.286,0.211,down,-1
DeKalb County-Illinois,DeKalb County,Illinois,17037,1.44,11.36,33,41.5,0.25,0.286,0.222,down,-1
De Witt County-Illinois,De Witt County,Illinois,17039,1.05,9.86,23.8,21.65,0.25,0.267,0.211,up,1
DuPage County-Illinois,DuPage County,Illinois,17043,1.62,5.23,28.7,26.49,0.25,0.286,0.211,down,-1
Edgar County-Illinois,Edgar County,Illinois,17045,1.36,12.18,31.2,25.87,0.25,0.286,0.211,down,-1
Effingham County-Illinois,Effingham County,Illinois,17049,0.73,7.45,23.9,20.9,0.25,0.267,0.211,down,-1
Fayette County-Illinois,Fayette County,Illinois,17051,0.3,13.41,27.2,18.71,0.25,0.286,0.211,down,-1
Ford County-Illinois,Ford County,Illinois,17053,0.53,8.94,23.9,25.17,0.25,0.267,0.211,down,-1
Franklin County-Illinois,Franklin County,Illinois,17055,1.14,13.39,27.9,26.08,0.25,0.286,0.211,down,-1
Fulton County-Illinois,Fulton County,Illinois,17057,1.41,10.01,27.5,24.74,0.25,0.286,0.211,up,1
Gallatin County-Illinois,Gallatin County,Illinois,17059,0.18,10.89,26.4,22.88,0.25,0.286,0.211,down,-1
Greene County-Illinois,Greene County,Illinois,17061,0.84,12.91,25.6,23.82,0.25,0.286,0.211,up,1
Grundy County-Illinois,Grundy County,Illinois,17063,1.7,6.85,28.4,25.03,0.25,0.286,0.211,down,-1
Hamilton County-Illinois,Hamilton County,Illinois,17065,0.13,10.59,27.3,22,0.25,0.286,0.211,down,-1
Henry County-Illinois,Henry County,Illinois,17073,0.1,7.81,24.4,21.45,0.25,0.267,0.211,down,-1
Iroquois County-Illinois,Iroquois County,Illinois,17075,1.74,12.07,28.6,23.8,0.25,0.286,0.211,up,1
Jackson County-Illinois,Jackson County,Illinois,17077,1.11,17.08,40.5,47.69,0.25,0.4,0.222,down,-1
Jasper County-Illinois,Jasper County,Illinois,17079,0.29,4.89,34.2,15.9,0.25,0.286,0.211,up,1
Jefferson County-Illinois,Jefferson County,Illinois,17081,1.27,12.31,28.8,27.03,0.25,0.286,0.211,down,-1
Jersey County-Illinois,Jersey County,Illinois,17083,1.2,5.48,26.8,18.74,0.25,0.286,0.211,up,1
Jo Daviess County-Illinois,Jo Daviess County,Illinois,17085,0.41,5.59,23.3,21.06,0.25,0.267,0.211,down,-1
Johnson County-Illinois,Johnson County,Illinois,17087,0.1,9.64,25.5,17.49,0.25,0.286,0.211,down,-1
Kane County-Illinois,Kane County,Illinois,17089,1.44,8.38,31.2,26.42,0.25,0.286,0.211,down,-1
Kankakee County-Illinois,Kankakee County,Illinois,17091,3.62,12.42,29,30.76,0.25,0.286,0.211,up,1
Kendall County-Illinois,Kendall County,Illinois,17093,2.62,3.96,27.7,17.49,0.25,0.286,0.211,down,-1
Knox County-Illinois,Knox County,Illinois,17095,1.83,12.92,28.7,33.25,0.25,0.286,0.211,down,-1
Lake County-Illinois,Lake County,Illinois,17097,2.26,7.42,30.3,25.84,0.25,0.286,0.211,down,-1
LaSalle County-Illinois,LaSalle County,Illinois,17099,1.43,9.72,28.9,26.87,0.25,0.286,0.211,up,1
Lawrence County-Illinois,Lawrence County,Illinois,17101,0.12,10.65,25.3,23.09,0.25,0.286,0.211,down,-1
Lee County-Illinois,Lee County,Illinois,17103,1.09,7.62,24.6,25.94,0.25,0.267,0.211,down,-1
Livingston County-Illinois,Livingston County,Illinois,17105,1.83,8.31,25.9,26.87,0.25,0.286,0.211,down,-1
Logan County-Illinois,Logan County,Illinois,17107,1.8,12.06,26.8,32.19,0.25,0.286,0.211,down,-1
McDonough County-Illinois,McDonough County,Illinois,17109,0.32,12.78,37.6,36.31,0.25,0.286,0.211,up,1
McLean County-Illinois,McLean County,Illinois,17113,2.1,6.84,28.7,34.34,0.25,0.286,0.211,up,1
Macon County-Illinois,Macon County,Illinois,17115,3.3,13.65,28.9,30.99,0.25,0.286,0.211,down,-1
Macoupin County-Illinois,Macoupin County,Illinois,17117,0.17,9.48,29.9,22.43,0.25,0.286,0.211,down,-1
Madison County-Illinois,Madison County,Illinois,17119,2.01,9.56,29.7,29.1,0.25,0.286,0.211,up,1
Marion County-Illinois,Marion County,Illinois,17121,1.97,14.92,30.9,25.38,0.25,0.286,0.211,up,1
Marshall County-Illinois,Marshall County,Illinois,17123,0.37,5.94,27.7,16.78,0.25,0.286,0.211,down,-1
Mason County-Illinois,Mason County,Illinois,17125,0.98,10.89,27.8,23.07,0.25,0.286,0.211,up,1
Menard County-Illinois,Menard County,Illinois,17129,0.43,7.9,24.1,22.26,0.25,0.267,0.211,down,-1
Mercer County-Illinois,Mercer County,Illinois,17131,0.07,8.2,23.6,21.92,0.25,0.267,0.211,down,-1
Montgomery County-Illinois,Montgomery County,Illinois,17135,0.61,10.71,26.3,22.16,0.25,0.286,0.211,down,-1
Morgan County-Illinois,Morgan County,Illinois,17137,2.25,9.14,27.7,30.71,0.25,0.286,0.211,up,1
Moultrie County-Illinois,Moultrie County,Illinois,17139,0.21,9.69,25.8,23.81,0.25,0.286,0.211,down,-1
Ogle County-Illinois,Ogle County,Illinois,17141,1.64,7.27,26,24.11,0.25,0.286,0.211,down,-1
Peoria County-Illinois,Peoria County,Illinois,17143,3.12,12.45,28.2,35.26,0.25,0.286,0.211,down,-1
Perry County-Illinois,Perry County,Illinois,17145,0.05,11.69,29.4,24.06,0.25,0.286,0.211,down,-1
Piatt County-Illinois,Piatt County,Illinois,17147,0.49,4.03,23.2,16.49,0.25,0.267,0.211,down,-1
Pike County-Illinois,Pike County,Illinois,17149,0.3,8.99,25.7,22.54,0.25,0.286,0.211,up,1
Pope County-Illinois,Pope County,Illinois,17151,0.27,9.94,27.2,16.57,0.25,0.286,0.211,down,-1
Putnam County-Illinois,Putnam County,Illinois,17155,0.22,8.04,24.1,19.89,0.25,0.267,0.211,down,-1
Randolph County-Illinois,Randolph County,Illinois,17157,0.03,7.24,26.8,22.58,0.25,0.286,0.211,down,-1
Richland County-Illinois,Richland County,Illinois,17159,1.02,10.54,26.5,28.11,0.25,0.286,0.211,up,1
Rock Island County-Illinois,Rock Island County,Illinois,17161,2.05,11.22,28.8,30.48,0.25,0.286,0.211,down,-1
St. Clair County-Illinois,St. Clair County,Illinois,17163,2.99,14.71,31.7,33.72,0.25,0.286,0.211,up,1
Sangamon County-Illinois,Sangamon County,Illinois,17167,2.1,10.77,30.1,30.44,0.25,0.286,0.211,up,1
Schuyler County-Illinois,Schuyler County,Illinois,17169,0.14,6.78,19.3,18.47,0.25,0.267,0.211,down,-1
Stark County-Illinois,Stark County,Illinois,17175,0.74,7.48,24.1,17.77,0.25,0.267,0.211,down,-1
Stephenson County-Illinois,Stephenson County,Illinois,17177,3.66,10.65,31.3,29.32,0.25,0.286,0.211,up,1
Tazewell County-Illinois,Tazewell County,Illinois,17179,1.35,5.9,25.9,23.54,0.25,0.286,0.211,down,-1
Union County-Illinois,Union County,Illinois,17181,0.21,12.01,25.9,21.36,0.25,0.286,0.211,down,-1
Vermilion County-Illinois,Vermilion County,Illinois,17183,2.97,14.2,28.3,31.02,0.25,0.286,0.211,down,-1
Warren County-Illinois,Warren County,Illinois,17187,1.18,10.79,25.2,24.35,0.25,0.286,0.211,down,-1
Washington County-Illinois,Washington County,Illinois,17189,0.4,9.36,25.3,21.19,0.25,0.286,0.211,down,-1
Whiteside County-Illinois,Whiteside County,Illinois,17195,1.38,8.3,28.8,24.7,0.25,0.286,0.211,down,-1
Will County-Illinois,Will County,Illinois,17197,3.97,6.14,31.5,18.5,0.25,0.286,0.211,down,-1
Williamson County-Illinois,Williamson County,Illinois,17199,1.26,11.06,28.6,27.49,0.25,0.286,0.211,down,-1
Winnebago County-Illinois,Winnebago County,Illinois,17201,3.81,12.92,29.8,33.72,0.25,0.286,0.211,down,-1
Woodford County-Illinois,Woodford County,Illinois,17203,0.93,6.22,26.6,18.72,0.25,0.286,0.211,up,1
Adams County-Indiana,Adams County,Indiana,18001,1.03,10.93,27,21.63,0.25,0.286,0.211,up,1
Allen County-Indiana,Allen County,Indiana,18003,7.09,12.01,28.1,31.15,0.25,0.286,0.211,up,1
Bartholomew County-Indiana,Bartholomew County,Indiana,18005,2.15,8.71,24.6,29.26,0.25,0.267,0.211,down,-1
Benton County-Indiana,Benton County,Indiana,18007,2.1,7.95,28.5,29.25,0.25,0.286,0.211,up,1
Blackford County-Indiana,Blackford County,Indiana,18009,3.31,10.6,30.7,25.84,0.25,0.286,0.211,up,1
Boone County-Indiana,Boone County,Indiana,18011,3.71,3.65,29.1,24.11,0.25,0.286,0.211,up,1
Brown County-Indiana,Brown County,Indiana,18013,1.05,8.4,35.3,20.56,0.25,0.286,0.211,up,1
Carroll County-Indiana,Carroll County,Indiana,18015,2.51,7.8,27.5,19.48,0.25,0.286,0.211,up,1
Cass County-Indiana,Cass County,Indiana,18017,2.9,11.72,27.3,24.6,0.25,0.286,0.211,up,1
Clay County-Indiana,Clay County,Indiana,18021,0.91,11.31,29.6,24.78,0.25,0.286,0.211,down,-1
Clinton County-Indiana,Clinton County,Indiana,18023,5.74,10.52,25.9,27.56,0.25,0.286,0.211,down,-1
Daviess County-Indiana,Daviess County,Indiana,18027,0.46,9.6,25.1,27.64,0.25,0.286,0.211,down,-1
Decatur County-Indiana,Decatur County,Indiana,18031,0.56,11.2,25.8,29.76,0.25,0.286,0.211,down,-1
DeKalb County-Indiana,DeKalb County,Indiana,18033,8.22,10.95,26.7,23.09,0.25,0.286,0.211,down,-1
Delaware County-Indiana,Delaware County,Indiana,18035,1.48,13.03,37.3,36.17,0.25,0.286,0.211,up,1
Dubois County-Indiana,Dubois County,Indiana,18037,0.41,6.86,24.1,24.26,0.25,0.267,0.211,down,-1
Elkhart County-Indiana,Elkhart County,Indiana,18039,6.92,12.45,28.4,30.5,0.25,0.286,0.211,up,1
Fayette County-Indiana,Fayette County,Indiana,18041,2.46,16.62,33.6,31.14,0.25,0.286,0.211,up,1
Floyd County-Indiana,Floyd County,Indiana,18043,0.56,10.65,30,27.62,0.25,0.286,0.211,down,-1
Fountain County-Indiana,Fountain County,Indiana,18045,0.47,9.29,23.2,25.29,0.25,0.267,0.211,up,1
Fulton County-Indiana,Fulton County,Indiana,18049,2.92,10.75,29.2,23.06,0.25,0.286,0.211,down,-1
Gibson County-Indiana,Gibson County,Indiana,18051,0.17,8.12,26.2,22.71,0.25,0.286,0.211,down,-1
Grant County-Indiana,Grant County,Indiana,18053,6.39,14.82,28.4,30.31,0.25,0.286,0.211,up,1
Greene County-Indiana,Greene County,Indiana,18055,1.27,10.41,26.1,20.93,0.25,0.286,0.211,down,-1
Hamilton County-Indiana,Hamilton County,Indiana,18057,2.01,3.49,25.3,21.66,0.25,0.286,0.211,up,1
Hancock County-Indiana,Hancock County,Indiana,18059,1.22,4.58,26.7,21.76,0.25,0.286,0.211,down,-1
Harrison County-Indiana,Harrison County,Indiana,18061,1.07,10.09,29.4,18.48,0.25,0.286,0.211,down,-1
Henry County-Indiana,Henry County,Indiana,18065,1.27,13.48,30.1,26.54,0.25,0.286,0.211,down,-1
Howard County-Indiana,Howard County,Indiana,18067,7.64,13.28,31.4,31.04,0.25,0.286,0.211,up,1
Huntington County-Indiana,Huntington County,Indiana,18069,3.29,7.55,28.4,24.22,0.25,0.286,0.211,up,1
Jasper County-Indiana,Jasper County,Indiana,18073,2.76,6.2,28.3,22.42,0.25,0.286,0.211,down,-1
Jay County-Indiana,Jay County,Indiana,18075,3.12,11.42,28.5,25.16,0.25,0.286,0.211,up,1
Jennings County-Indiana,Jennings County,Indiana,18079,1.53,12.34,23.7,24.25,0.25,0.267,0.211,down,-1
Johnson County-Indiana,Johnson County,Indiana,18081,2.62,7.72,29.2,29.16,0.25,0.286,0.211,down,-1
Knox County-Indiana,Knox County,Indiana,18083,1.3,11.13,28.4,33.99,0.25,0.286,0.211,down,-1
Kosciusko County-Indiana,Kosciusko County,Indiana,18085,2.85,7.48,24.3,23.5,0.25,0.267,0.211,down,-1
LaGrange County-Indiana,LaGrange County,Indiana,18087,2.53,9.95,23.7,18.82,0.25,0.267,0.211,up,1
Lake County-Indiana,Lake County,Indiana,18089,4.12,14.25,31.6,31.14,0.25,0.286,0.211,down,-1
LaPorte County-Indiana,LaPorte County,Indiana,18091,3.34,13.85,30.5,29.44,0.25,0.286,0.211,down,-1
Madison County-Indiana,Madison County,Indiana,18095,2.11,12.8,30.5,30.94,0.25,0.286,0.211,down,-1
Marion County-Indiana,Marion County,Indiana,18097,7.3,16.57,32.3,45.73,0.25,0.286,0.222,down,-1
Marshall County-Indiana,Marshall County,Indiana,18099,1.86,8.87,27.3,23.12,0.25,0.286,0.211,down,-1
Martin County-Indiana,Martin County,Indiana,18101,0.22,9.03,24.3,22.07,0.25,0.267,0.211,down,-1
Miami County-Indiana,Miami County,Indiana,18103,5.77,10.34,26.3,27.03,0.25,0.286,0.211,up,1
Monroe County-Indiana,Monroe County,Indiana,18105,0.63,11.94,39.7,46.37,0.25,0.286,0.222,down,-1
Montgomery County-Indiana,Montgomery County,Indiana,18107,3.99,9.59,27.3,28.96,0.25,0.286,0.211,down,-1
Morgan County-Indiana,Morgan County,Indiana,18109,3.93,8.84,27.7,23.64,0.25,0.286,0.211,down,-1
Newton County-Indiana,Newton County,Indiana,18111,1.53,9.74,23.4,24.79,0.25,0.267,0.211,up,1
Noble County-Indiana,Noble County,Indiana,18113,3.76,9.56,26.8,24.91,0.25,0.286,0.211,down,-1
Orange County-Indiana,Orange County,Indiana,18117,0.56,13.11,27.3,23.73,0.25,0.286,0.211,down,-1
Owen County-Indiana,Owen County,Indiana,18119,1.13,10.87,24.6,20.36,0.25,0.267,0.211,down,-1
Parke County-Indiana,Parke County,Indiana,18121,0.07,9.95,27.8,20.17,0.25,0.286,0.211,down,-1
Porter County-Indiana,Porter County,Indiana,18127,2.01,8.95,28.2,23.02,0.25,0.286,0.211,down,-1
Posey County-Indiana,Posey County,Indiana,18129,0.55,7.2,31.9,16.86,0.25,0.286,0.211,down,-1
Pulaski County-Indiana,Pulaski County,Indiana,18131,1.16,10.46,27.8,23.44,0.25,0.286,0.211,down,-1
Randolph County-Indiana,Randolph County,Indiana,18135,0.54,13.6,26.9,26.32,0.25,0.286,0.211,down,-1
Ripley County-Indiana,Ripley County,Indiana,18137,1.02,5.77,25.3,22.75,0.25,0.286,0.211,down,-1
Rush County-Indiana,Rush County,Indiana,18139,0.21,14.55,25.9,28.57,0.25,0.286,0.211,down,-1
St. Joseph County-Indiana,St. Joseph County,Indiana,18141,5.08,13.25,29.9,31.53,0.25,0.286,0.211,up,1
Scott County-Indiana,Scott County,Indiana,18143,0.34,14.12,27.4,27.51,0.25,0.286,0.211,down,-1
Shelby County-Indiana,Shelby County,Indiana,18145,1.5,9.11,26.4,27.7,0.25,0.286,0.211,up,1
Starke County-Indiana,Starke County,Indiana,18149,1.67,11.75,24.4,18.96,0.25,0.267,0.211,up,1
Steuben County-Indiana,Steuben County,Indiana,18151,3.02,7.35,26.2,22.45,0.25,0.286,0.211,down,-1
Sullivan County-Indiana,Sullivan County,Indiana,18153,1.27,14.07,34.9,26.84,0.25,0.286,0.211,down,-1
Switzerland County-Indiana,Switzerland County,Indiana,18155,0.27,14.91,26,28.54,0.25,0.286,0.211,down,-1
Tippecanoe County-Indiana,Tippecanoe County,Indiana,18157,4.64,11.28,34.1,47.21,0.25,0.286,0.222,up,1
Tipton County-Indiana,Tipton County,Indiana,18159,2.71,7.82,28.9,22.18,0.25,0.286,0.211,up,1
Union County-Indiana,Union County,Indiana,18161,0.35,5.78,30.8,28.05,0.25,0.286,0.211,down,-1
Vanderburgh County-Indiana,Vanderburgh County,Indiana,18163,0.42,12.31,31,36.73,0.25,0.286,0.211,down,-1
Vigo County-Indiana,Vigo County,Indiana,18167,1.21,13.76,32.5,39.24,0.25,0.286,0.211,down,-1
Wabash County-Indiana,Wabash County,Indiana,18169,1.88,10.88,27.8,25.89,0.25,0.286,0.211,up,1
Warren County-Indiana,Warren County,Indiana,18171,0.56,5.88,24.9,19.46,0.25,0.267,0.211,up,1
Warrick County-Indiana,Warrick County,Indiana,18173,0.19,7.39,29.2,18.3,0.25,0.286,0.211,down,-1
Washington County-Indiana,Washington County,Indiana,18175,0.04,12.98,28.6,23.28,0.25,0.286,0.211,down,-1
Wayne County-Indiana,Wayne County,Indiana,18177,1.55,16.52,30.8,31.55,0.25,0.286,0.211,down,-1
Wells County-Indiana,Wells County,Indiana,18179,1.38,8.23,29.3,18.83,0.25,0.286,0.211,up,1
White County-Indiana,White County,Indiana,18181,2.84,6.4,25.2,22.62,0.25,0.286,0.211,up,1
Whitley County-Indiana,Whitley County,Indiana,18183,3.68,5.4,23.6,17.64,0.25,0.267,0.211,up,1
Allen County-Kansas,Allen County,Kansas,20001,0.37,12.08,26.1,27.48,0.25,0.286,0.211,up,1
Anderson County-Kansas,Anderson County,Kansas,20003,0.38,13.06,28.7,24.6,0.25,0.286,0.211,up,1
Atchison County-Kansas,Atchison County,Kansas,20005,1.13,14.19,26.6,27.68,0.25,0.286,0.211,up,1
Barber County-Kansas,Barber County,Kansas,20007,0.51,7.85,19.7,26.91,0.25,0.267,0.211,down,-1
Barton County-Kansas,Barton County,Kansas,20009,1.12,10.43,24.4,32.57,0.25,0.267,0.211,down,-1
Brown County-Kansas,Brown County,Kansas,20013,0.08,11.87,26.4,31.52,0.25,0.286,0.211,down,-1
Chase County-Kansas,Chase County,Kansas,20017,0.37,7.89,30.7,25.68,0.25,0.286,0.211,up,1
Cherokee County-Kansas,Cherokee County,Kansas,20021,0.51,11.77,28.1,24.35,0.25,0.286,0.211,down,-1
Clark County-Kansas,Clark County,Kansas,20025,0.39,10.87,26,29.88,0.25,0.286,0.211,down,-1
Clay County-Kansas,Clay County,Kansas,20027,0.74,9.75,23.1,18.6,0.25,0.267,0.211,up,1
Cloud County-Kansas,Cloud County,Kansas,20029,0.17,11.25,25,28.03,0.25,0.286,0.211,up,1
Coffey County-Kansas,Coffey County,Kansas,20031,0.23,5.34,24.6,24.15,0.25,0.267,0.211,down,-1
Cowley County-Kansas,Cowley County,Kansas,20035,0.26,11.99,28.2,32.46,0.25,0.286,0.211,down,-1
Decatur County-Kansas,Decatur County,Kansas,20039,0.29,7.13,32.9,23.56,0.25,0.286,0.211,down,-1
Dickinson County-Kansas,Dickinson County,Kansas,20041,1.09,7.01,28,26.98,0.25,0.286,0.211,up,1
Doniphan County-Kansas,Doniphan County,Kansas,20043,0.56,10.17,20.8,27.92,0.25,0.267,0.211,up,1
Douglas County-Kansas,Douglas County,Kansas,20045,1.57,8.08,32.3,47.85,0.25,0.286,0.222,up,1
Edwards County-Kansas,Edwards County,Kansas,20047,1.49,8.72,18.1,24.57,0.25,0.267,0.211,up,1
