,full_name,county,state,r2_adj,per_rmse,sig,r2_score,error_score,sig_score,overall_score,sampleSize,intercept,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x1_c,x2_c,x3_c,x4_c,x5_c,x6_c,x7_c,x8_c,x9_c,x10_c,x11_c,x12_c,x13_c,x14_c
Yellow Medicine County-Minnesota,Yellow Medicine County-Minnesota,Yellow Medicine County,Minnesota,0.508200005,1.228329683,0.0027326,0,0,3,3,17,-8.310266248,pct-asian,renter-occupied-households,,,,,,,,,,,,,0.402440225,0.009057802,,,,,,,,,,,,
Chisago County-Minnesota,Chisago County-Minnesota,Chisago County,Minnesota,0.508049386,0.622363604,0.005578558,0,0,3,3,12,3.521500938,poverty-rate,,,,,,,,,,,,,,-0.629200068,,,,,,,,,,,,,
Greenwood County-South Carolina,Greenwood County-South Carolina,Greenwood County,South Carolina,0.507933206,0.854130338,0.043711946,0,0,3,3,7,-28.7580344,renter-occupied-households,,,,,,,,,,,,,,0.002983953,,,,,,,,,,,,,
Milwaukee County-Wisconsin,Milwaukee County-Wisconsin,Milwaukee County,Wisconsin,0.506726411,0.225559637,0.000811825,0,1,3,4,17,12.08711069,median-gross-rent,,,,,,,,,,,,,,-0.010596335,,,,,,,,,,,,,
Ottawa County-Michigan,Ottawa County-Michigan,Ottawa County,Michigan,0.506689675,0.129508207,0.001752774,0,1,3,4,15,13.37234708,pct-renter-occupied,,,,,,,,,,,,,,-0.376464958,,,,,,,,,,,,,
Sagadahoc County-Maine,Sagadahoc County-Maine,Sagadahoc County,Maine,0.506280618,0.220175656,0.000817604,0,1,3,4,17,-0.133831505,pct-multiple,,,,,,,,,,,,,,1.404114352,,,,,,,,,,,,,
Chippewa County-Minnesota,Chippewa County-Minnesota,Chippewa County,Minnesota,0.50551025,1.182369048,0.002838948,0,0,3,3,17,-0.008728435,pct-renter-occupied,rent-burden,,,,,,,,,,,,,0.054088138,-0.051671189,,,,,,,,,,,,
Rockbridge County-Virginia,Rockbridge County-Virginia,Rockbridge County,Virginia,0.504986855,0.242567911,0.000834582,0,1,3,4,17,8.017127853,median-gross-rent,,,,,,,,,,,,,,-0.008340175,,,,,,,,,,,,,
Glades County-Florida,Glades County-Florida,Glades County,Florida,0.504930926,1.072814799,0.000835323,0,0,3,3,17,1.240721236,rent-burden,,,,,,,,,,,,,,-0.035924181,,,,,,,,,,,,,
Whitley County-Indiana,Whitley County-Indiana,Whitley County,Indiana,0.504362897,0.266542658,0.005878982,0,1,3,4,15,-7.579349203,pct-renter-occupied,renter-occupied-households,,,,,,,,,,,,,0.282035788,0.002174914,,,,,,,,,,,,
Licking County-Ohio,Licking County-Ohio,Licking County,Ohio,0.504115059,0.263299392,0.001238478,0,1,3,4,16,-11.16449846,pct-renter-occupied,,,,,,,,,,,,,,0.515742156,,,,,,,,,,,,,
Leavenworth County-Kansas,Leavenworth County-Kansas,Leavenworth County,Kansas,0.503954742,0.14465355,0.001241424,0,1,3,4,16,-3.489087544,renter-occupied-households,,,,,,,,,,,,,,0.000645598,,,,,,,,,,,,,
Richmond County-Virginia,Richmond County-Virginia,Richmond County,Virginia,0.503641757,0.23402264,0.000852563,0,1,3,4,17,-4.578480183,renter-occupied-households,,,,,,,,,,,,,,0.008690716,,,,,,,,,,,,,
Pittsburg County-Oklahoma,Pittsburg County-Oklahoma,Pittsburg County,Oklahoma,0.503453742,0.211387857,0.001250668,0,1,3,4,16,-9.334081032,renter-occupied-households,,,,,,,,,,,,,,0.002538634,,,,,,,,,,,,,
Wetzel County-West Virginia,Wetzel County-West Virginia,Wetzel County,West Virginia,0.501958401,0.370308861,0.000875547,0,0,3,3,17,-1.581124122,pct-hispanic,,,,,,,,,,,,,,6.135898294,,,,,,,,,,,,,
Ness County-Kansas,Ness County-Kansas,Ness County,Kansas,0.501368983,0.852077115,0.000883723,0,0,3,3,17,-1.183956489,pct-multiple,,,,,,,,,,,,,,1.724896693,,,,,,,,,,,,,
Pulaski County-Virginia,Pulaski County-Virginia,Pulaski County,Virginia,0.500136585,0.132780107,0.002808581,0,1,3,4,14,10.24311886,median-household-income,,,,,,,,,,,,,,-0.0001267,,,,,,,,,,,,,
Chambers County-Alabama,Chambers County-Alabama,Chambers County,Alabama,0.49929407,0.30557581,0.001329775,0,1,3,4,16,0.888787879,pct-nh-pi,,,,,,,,,,,,,,28.1969697,,,,,,,,,,,,,
Kearny County-Kansas,Kearny County-Kansas,Kearny County,Kansas,0.498966178,0.708068358,0.000917755,0,0,3,3,17,1.330286138,pct-asian,,,,,,,,,,,,,,-3.543258199,,,,,,,,,,,,,
Montgomery County-New York,Montgomery County-New York,Montgomery County,New York,0.498571663,1.270264128,0.000923452,0,0,3,3,17,-3.102579886,renter-occupied-households,,,,,,,,,,,,,,0.000469295,,,,,,,,,,,,,
Evans County-Georgia,Evans County-Georgia,Evans County,Georgia,0.498455473,0.314514972,0.000925136,0,1,3,4,17,-33.19996709,population,,,,,,,,,,,,,,0.003387428,,,,,,,,,,,,,
St. Clair County-Alabama,St. Clair County-Alabama,St. Clair County,Alabama,0.498420553,0.192795075,0.000925643,0,1,3,4,17,-1.129051425,population,,,,,,,,,,,,,,3.24E-05,,,,,,,,,,,,,
Sacramento County-California,Sacramento County-California,Sacramento County,California,0.498238504,0.130833336,0.000928287,0,1,3,4,17,1.560157127,median-property-value,,,,,,,,,,,,,,4.98E-06,,,,,,,,,,,,,
Stokes County-North Carolina,Stokes County-North Carolina,Stokes County,North Carolina,0.497974719,0.242433118,0.000932132,0,1,3,4,17,1.211733333,pct-nh-pi,,,,,,,,,,,,,,19.07111111,,,,,,,,,,,,,
Mille Lacs County-Minnesota,Mille Lacs County-Minnesota,Mille Lacs County,Minnesota,0.497761178,0.416618952,0.002894258,0,0,3,3,14,1.706339869,pct-nh-pi,,,,,,,,,,,,,,-58.83660131,,,,,,,,,,,,,
Eddy County-New Mexico,Eddy County-New Mexico,Eddy County,New Mexico,0.497391864,0.279628951,0.000940676,0,1,3,4,17,4.358947368,pct-nh-pi,,,,,,,,,,,,,,-42.94736842,,,,,,,,,,,,,
Montour County-Pennsylvania,Montour County-Pennsylvania,Montour County,Pennsylvania,0.497369558,0.307781822,0.000941004,0,1,3,4,17,31.25220545,population,,,,,,,,,,,,,,-0.001635968,,,,,,,,,,,,,
Allamakee County-Iowa,Allamakee County-Iowa,Allamakee County,Iowa,0.496423617,0.646638964,0.000955022,0,0,3,3,17,3.440118281,poverty-rate,,,,,,,,,,,,,,-0.358835229,,,,,,,,,,,,,
Hunt County-Texas,Hunt County-Texas,Hunt County,Texas,0.496408255,0.226197506,0.030727038,0,1,3,4,8,11.11239658,pct-renter-occupied,,,,,,,,,,,,,,-0.343587995,,,,,,,,,,,,,
Stephens County-Georgia,Stephens County-Georgia,Stephens County,Georgia,0.496150464,0.232556873,0.004318412,0,1,3,4,13,11.87614113,median-property-value,,,,,,,,,,,,,,-8.83E-05,,,,,,,,,,,,,
Abbeville County-South Carolina,Abbeville County-South Carolina,Abbeville County,South Carolina,0.495990723,0.515390566,0.046665268,0,0,3,3,7,-59.79631773,renter-occupied-households,,,,,,,,,,,,,,0.025628079,,,,,,,,,,,,,
Scott County-Kansas,Scott County-Kansas,Scott County,Kansas,0.495707962,0.590364943,0.00096575,0,0,3,3,17,-2.037723865,median-household-income,,,,,,,,,,,,,,5.17E-05,,,,,,,,,,,,,
Oscoda County-Michigan,Oscoda County-Michigan,Oscoda County,Michigan,0.495585674,0.517644163,0.000967594,0,0,3,3,17,-4.447363842,pct-multiple,,,,,,,,,,,,,,4.686982348,,,,,,,,,,,,,
Lawrence County-Indiana,Lawrence County-Indiana,Lawrence County,Indiana,0.495362589,0.221353525,0.002047427,0,1,3,4,15,6.590677619,rent-burden,,,,,,,,,,,,,,-0.175605823,,,,,,,,,,,,,
Sullivan County-Indiana,Sullivan County-Indiana,Sullivan County,Indiana,0.493324837,0.342877857,0.004461612,0,1,3,4,13,12.1548282,renter-occupied-households,,,,,,,,,,,,,,-0.005706367,,,,,,,,,,,,,
Sarpy County-Nebraska,Sarpy County-Nebraska,Sarpy County,Nebraska,0.492447346,0.11927519,0.001469545,0,1,3,4,16,1.700846847,pct-other,,,,,,,,,,,,,,4.003603604,,,,,,,,,,,,,
Monroe County-West Virginia,Monroe County-West Virginia,Monroe County,West Virginia,0.491709619,0.417728026,0.001027667,0,0,3,3,17,-2.112048516,median-property-value,,,,,,,,,,,,,,4.09E-05,,,,,,,,,,,,,
Hubbard County-Minnesota,Hubbard County-Minnesota,Hubbard County,Minnesota,0.491239584,1.167427199,0.001035172,0,0,3,3,17,-0.060316667,pct-af-am,,,,,,,,,,,,,,0.606515152,,,,,,,,,,,,,
Franklin County-Pennsylvania,Franklin County-Pennsylvania,Franklin County,Pennsylvania,0.49064911,0.143787708,0.001044667,0,1,3,4,17,6.419133314,renter-occupied-households,,,,,,,,,,,,,,-0.000279407,,,,,,,,,,,,,
Ozark County-Missouri,Ozark County-Missouri,Ozark County,Missouri,0.488817929,0.610081671,0.001074607,0,0,3,3,17,-2.133229684,median-household-income,,,,,,,,,,,,,,8.32E-05,,,,,,,,,,,,,
Stark County-Illinois,Stark County-Illinois,Stark County,Illinois,0.487586314,0.304856231,0.001095168,0,1,3,4,17,5.389604953,renter-occupied-households,,,,,,,,,,,,,,-0.008913434,,,,,,,,,,,,,
Garfield County-Oklahoma,Garfield County-Oklahoma,Garfield County,Oklahoma,0.486352896,0.200631998,0.001116107,0,1,3,4,17,13.52921858,pct-af-am,,,,,,,,,,,,,,-3.427441943,,,,,,,,,,,,,
Wyandotte County-Kansas,Wyandotte County-Kansas,Wyandotte County,Kansas,0.485953741,0.052027671,0.001122959,0,1,3,4,17,24.37071966,population,,,,,,,,,,,,,,-0.000115993,,,,,,,,,,,,,
York County-Maine,York County-Maine,York County,Maine,0.485778608,0.240848158,0.002329364,0,1,3,4,15,0.068337497,pct-multiple,,,,,,,,,,,,,,1.538821815,,,,,,,,,,,,,
Marshall County-Minnesota,Marshall County-Minnesota,Marshall County,Minnesota,0.485253624,1.470243423,0.001135066,0,0,3,3,17,-6.167356088,renter-occupied-households,,,,,,,,,,,,,,0.009063303,,,,,,,,,,,,,
Waynesboro city-Virginia,Waynesboro city-Virginia,Waynesboro city,Virginia,0.484781966,0.118997855,0.001143288,0,1,3,4,17,10.27281523,pct-multiple,,,,,,,,,,,,,,-1.824618899,,,,,,,,,,,,,
Cedar County-Iowa,Cedar County-Iowa,Cedar County,Iowa,0.484728183,0.415232669,0.001144229,0,0,3,3,17,0.938472253,pct-am-ind,,,,,,,,,,,,,,-2.540419715,,,,,,,,,,,,,
Van Buren County-Iowa,Van Buren County-Iowa,Van Buren County,Iowa,0.484542469,0.478433806,0.001147483,0,0,3,3,17,15.80302414,population,,,,,,,,,,,,,,-0.001992954,,,,,,,,,,,,,
Inyo County-California,Inyo County-California,Inyo County,California,0.483605379,0.878452755,0.001164027,0,0,3,3,17,-2.999162356,pct-white,,,,,,,,,,,,,,0.046506015,,,,,,,,,,,,,
Humphreys County-Tennessee,Humphreys County-Tennessee,Humphreys County,Tennessee,0.482364502,0.93618,0.001186259,0,0,3,3,17,2.971166293,median-gross-rent,,,,,,,,,,,,,,-0.004731128,,,,,,,,,,,,,
McIntosh County-Oklahoma,McIntosh County-Oklahoma,McIntosh County,Oklahoma,0.481925968,0.351945805,0.001194206,0,0,3,3,17,4.067630637,pct-hispanic,,,,,,,,,,,,,,-1.292750338,,,,,,,,,,,,,
Quitman County-Georgia,Quitman County-Georgia,Quitman County,Georgia,0.481719867,1.506067756,0.001197956,0,0,3,3,17,-7.49E-17,pct-other,,,,,,,,,,,,,,7.35,,,,,,,,,,,,,
Sauk County-Wisconsin,Sauk County-Wisconsin,Sauk County,Wisconsin,0.480637631,0.132923065,0.001741045,0,1,3,4,16,2.771365118,poverty-rate,,,,,,,,,,,,,,-0.165916313,,,,,,,,,,,,,
Pierce County-Wisconsin,Pierce County-Wisconsin,Pierce County,Wisconsin,0.479979605,0.190378761,0.001230045,0,1,3,4,17,2.002105369,poverty-rate,,,,,,,,,,,,,,-0.138268801,,,,,,,,,,,,,
Williamson County-Illinois,Williamson County-Illinois,Williamson County,Illinois,0.479590568,0.28965904,0.001767113,0,1,3,4,16,2.446894587,pct-nh-pi,,,,,,,,,,,,,,-44.56125356,,,,,,,,,,,,,
Presque Isle County-Michigan,Presque Isle County-Michigan,Presque Isle County,Michigan,0.476643025,0.668821737,0.001293701,0,0,3,3,17,-1.426378015,pct-multiple,,,,,,,,,,,,,,2.259275288,,,,,,,,,,,,,
Manistee County-Michigan,Manistee County-Michigan,Manistee County,Michigan,0.476322546,0.460134695,0.001299966,0,0,3,3,17,1.564895288,pct-other,,,,,,,,,,,,,,-28.91884817,,,,,,,,,,,,,
Webster County-West Virginia,Webster County-West Virginia,Webster County,West Virginia,0.476220922,0.628427777,0.001301958,0,0,3,3,17,111.0343166,pct-white,,,,,,,,,,,,,,-1.122321844,,,,,,,,,,,,,
Columbia County-Washington,Columbia County-Washington,Columbia County,Washington,0.475225401,0.569558039,0.001321617,0,0,3,3,17,0.818472052,pct-other,,,,,,,,,,,,,,-2.381065725,,,,,,,,,,,,,
Norton County-Kansas,Norton County-Kansas,Norton County,Kansas,0.474468156,0.581844821,0.001336746,0,0,3,3,17,1.661307107,pct-am-ind,,,,,,,,,,,,,,-3.111303436,,,,,,,,,,,,,
Mason County-West Virginia,Mason County-West Virginia,Mason County,West Virginia,0.473970399,0.46031911,0.001346774,0,0,3,3,17,-11.35129355,rent-burden,,,,,,,,,,,,,,0.43937879,,,,,,,,,,,,,
Effingham County-Illinois,Effingham County-Illinois,Effingham County,Illinois,0.47287183,0.209325039,0.001369143,0,1,3,4,17,-0.702312277,rent-burden,,,,,,,,,,,,,,0.067368532,,,,,,,,,,,,,
Troup County-Georgia,Troup County-Georgia,Troup County,Georgia,0.47210351,0.162312863,0.005671304,0,1,3,4,13,29.12136544,renter-occupied-households,,,,,,,,,,,,,,-0.001877061,,,,,,,,,,,,,
McDowell County-West Virginia,McDowell County-West Virginia,McDowell County,West Virginia,0.469342642,0.34231569,0.001443243,0,1,3,4,17,3.355205447,poverty-rate,,,,,,,,,,,,,,-0.078548091,,,,,,,,,,,,,
St. Joseph County-Indiana,St. Joseph County-Indiana,St. Joseph County,Indiana,0.46874547,0.286639401,0.017329827,0,1,3,4,10,-10.13015861,renter-occupied-households,,,,,,,,,,,,,,0.000406145,,,,,,,,,,,,,
Stephenson County-Illinois,Stephenson County-Illinois,Stephenson County,Illinois,0.4687053,0.149307035,0.001456997,0,1,3,4,17,-5.398790592,renter-occupied-households,,,,,,,,,,,,,,0.001540427,,,,,,,,,,,,,
St. Croix County-Wisconsin,St. Croix County-Wisconsin,St. Croix County,Wisconsin,0.46827426,0.230049743,0.002071469,0,1,3,4,16,1.24975,pct-other,,,,,,,,,,,,,,8.025,,,,,,,,,,,,,
Hardy County-West Virginia,Hardy County-West Virginia,Hardy County,West Virginia,0.467584695,0.228849915,0.012167259,0,1,3,4,11,-38.69214206,pct-white,,,,,,,,,,,,,,0.46154043,,,,,,,,,,,,,
Mariposa County-California,Mariposa County-California,Mariposa County,California,0.467564637,1.033241221,0.001481903,0,0,3,3,17,-1.046960355,pct-am-ind,,,,,,,,,,,,,,0.531678597,,,,,,,,,,,,,
Charlotte County-Florida,Charlotte County-Florida,Charlotte County,Florida,0.467142111,0.141351668,0.00210431,0,1,3,4,16,1.798100358,pct-nh-pi,,,,,,,,,,,,,,27.00358423,,,,,,,,,,,,,
Cass County-Minnesota,Cass County-Minnesota,Cass County,Minnesota,0.466999434,1.221270659,0.001494382,0,0,3,3,17,-0.218386813,pct-af-am,,,,,,,,,,,,,,2.095149632,,,,,,,,,,,,,
Smith County-Kansas,Smith County-Kansas,Smith County,Kansas,0.466194536,0.787123505,0.001512316,0,0,3,3,17,11.96991368,renter-occupied-households,,,,,,,,,,,,,,-0.03013739,,,,,,,,,,,,,
Grant County-Oregon,Grant County-Oregon,Grant County,Oregon,0.465992879,0.502823485,0.001516838,0,0,3,3,17,-0.226709589,pct-am-ind,,,,,,,,,,,,,,0.665370372,,,,,,,,,,,,,
Adair County-Missouri,Adair County-Missouri,Adair County,Missouri,0.463393165,0.397791135,0.001576225,0,0,3,3,17,1.441874507,poverty-rate,,,,,,,,,,,,,,-0.050504465,,,,,,,,,,,,,
Minidoka County-Idaho,Minidoka County-Idaho,Minidoka County,Idaho,0.462855402,0.260759629,0.001588763,0,1,3,4,17,0.426510568,pct-nh-pi,,,,,,,,,,,,,,4.207625363,,,,,,,,,,,,,
Martin County-Minnesota,Martin County-Minnesota,Martin County,Minnesota,0.462494986,0.874530851,0.001597216,0,0,3,3,17,-3.821231867,pct-renter-occupied,,,,,,,,,,,,,,0.169916962,,,,,,,,,,,,,
Hamilton County-Florida,Hamilton County-Florida,Hamilton County,Florida,0.461380137,0.516538077,0.001623615,0,0,3,3,17,1.4475,pct-nh-pi,,,,,,,,,,,,,,-122.15,,,,,,,,,,,,,
Fulton County-Georgia,Fulton County-Georgia,Fulton County,Georgia,0.459472461,0.593013543,0.00233909,0,0,3,3,16,-30.46013378,rent-burden,,,,,,,,,,,,,,1.170456216,,,,,,,,,,,,,
Orange County-Vermont,Orange County-Vermont,Orange County,Vermont,0.459406736,1.131688615,0.001671293,0,0,3,3,17,0.845199817,poverty-rate,,,,,,,,,,,,,,-0.093380557,,,,,,,,,,,,,
Twin Falls County-Idaho,Twin Falls County-Idaho,Twin Falls County,Idaho,0.459310607,0.093955447,0.018700805,0,1,3,4,10,-1.472061629,poverty-rate,,,,,,,,,,,,,,0.212888237,,,,,,,,,,,,,
Harrison County-West Virginia,Harrison County-West Virginia,Harrison County,West Virginia,0.458410183,0.230038022,0.002373357,0,1,3,4,16,3.731848032,pct-other,,,,,,,,,,,,,,-16.31677542,,,,,,,,,,,,,
Gilpin County-Colorado,Gilpin County-Colorado,Gilpin County,Colorado,0.457337129,0.495765768,0.001722625,0,0,3,3,17,-2.12406504,rent-burden,,,,,,,,,,,,,,0.116234805,,,,,,,,,,,,,
Dunklin County-Missouri,Dunklin County-Missouri,Dunklin County,Missouri,0.457153067,0.235130009,0.003381741,0,1,3,4,15,-4.208021574,pct-af-am,,,,,,,,,,,,,,0.555058967,,,,,,,,,,,,,
Chatham County-North Carolina,Chatham County-North Carolina,Chatham County,North Carolina,0.456597277,0.243919805,0.003405707,0,1,3,4,15,4.54945444,pct-am-ind,,,,,,,,,,,,,,-8.806732443,,,,,,,,,,,,,
Sampson County-North Carolina,Sampson County-North Carolina,Sampson County,North Carolina,0.456352624,0.192812158,0.002440988,0,1,3,4,16,-2.094276131,pct-am-ind,,,,,,,,,,,,,,3.440494369,,,,,,,,,,,,,
Dodge County-Minnesota,Dodge County-Minnesota,Dodge County,Minnesota,0.455664301,0.47901056,0.003446271,0,0,3,3,15,-4.824901004,rent-burden,,,,,,,,,,,,,,0.2444509,,,,,,,,,,,,,
Carter County-Tennessee,Carter County-Tennessee,Carter County,Tennessee,0.455619347,0.150129699,0.002465497,0,1,3,4,16,1.850136364,pct-am-ind,,,,,,,,,,,,,,4.354545455,,,,,,,,,,,,,
Major County-Oklahoma,Major County-Oklahoma,Major County,Oklahoma,0.455605665,0.594783493,0.001766638,0,0,3,3,17,-0.884986833,pct-hispanic,,,,,,,,,,,,,,0.286052229,,,,,,,,,,,,,
Crook County-Wyoming,Crook County-Wyoming,Crook County,Wyoming,0.455348734,1.039474408,0.001773253,0,0,3,3,17,0.722076523,pct-asian,,,,,,,,,,,,,,-5.809187717,,,,,,,,,,,,,
King County-Washington,King County-Washington,King County,Washington,0.454747207,0.240126365,0.001788827,0,1,3,4,17,3.759347823,renter-occupied-households,,,,,,,,,,,,,,-9.12E-06,,,,,,,,,,,,,
Vinton County-Ohio,Vinton County-Ohio,Vinton County,Ohio,0.454008614,0.237137121,0.001808115,0,1,3,4,17,-0.676553278,median-gross-rent,,,,,,,,,,,,,,0.004781419,,,,,,,,,,,,,
Upshur County-Texas,Upshur County-Texas,Upshur County,Texas,0.452577445,0.855518729,0.001846015,0,0,3,3,17,0.045084746,pct-nh-pi,,,,,,,,,,,,,,10.30508475,,,,,,,,,,,,,
Bedford County-Pennsylvania,Bedford County-Pennsylvania,Bedford County,Pennsylvania,0.450318156,0.164564787,0.001907279,0,1,3,4,17,7.04222314,poverty-rate,,,,,,,,,,,,,,-0.556924745,,,,,,,,,,,,,
Pope County-Minnesota,Pope County-Minnesota,Pope County,Minnesota,0.449571945,1.137955577,0.001927907,0,0,3,3,17,-0.098475571,pct-hispanic,,,,,,,,,,,,,,0.280289146,,,,,,,,,,,,,
Orange County-California,Orange County-California,Orange County,California,0.449462961,0.26610021,0.014310889,0,1,3,4,11,7.913989014,renter-occupied-households,,,,,,,,,,,,,,-1.68E-05,,,,,,,,,,,,,
Allen Parish-Louisiana,Allen Parish-Louisiana,Allen Parish,Louisiana,0.449005949,0.548796762,0.005221682,0,0,3,3,14,-4.635709173,renter-occupied-households,,,,,,,,,,,,,,0.002476949,,,,,,,,,,,,,
Sherman County-Kansas,Sherman County-Kansas,Sherman County,Kansas,0.448368469,0.667309496,0.001961591,0,0,3,3,17,-0.144789169,pct-multiple,,,,,,,,,,,,,,0.388900944,,,,,,,,,,,,,
Wirt County-West Virginia,Wirt County-West Virginia,Wirt County,West Virginia,0.448299103,0.370492541,0.001963548,0,0,3,3,17,4.53987126,poverty-rate,,,,,,,,,,,,,,-0.174005293,,,,,,,,,,,,,
Burnett County-Wisconsin,Burnett County-Wisconsin,Burnett County,Wisconsin,0.446981975,0.269409988,0.002001044,0,1,3,4,17,3.181921031,pct-multiple,,,,,,,,,,,,,,-1.059512989,,,,,,,,,,,,,
Falls County-Texas,Falls County-Texas,Falls County,Texas,0.446742658,0.86580026,0.002007925,0,0,3,3,17,-0.230190424,pct-multiple,,,,,,,,,,,,,,0.71619483,,,,,,,,,,,,,
Stafford County-Kansas,Stafford County-Kansas,Stafford County,Kansas,0.445650234,0.84969317,0.002039601,0,0,3,3,17,13.34760966,renter-occupied-households,,,,,,,,,,,,,,-0.030136581,,,,,,,,,,,,,
West Baton Rouge Parish-Louisiana,West Baton Rouge Parish-Louisiana,West Baton Rouge Parish,Louisiana,0.44560982,0.470270836,0.002040781,0,0,3,3,17,10.58292722,pct-white,,,,,,,,,,,,,,-0.165240671,,,,,,,,,,,,,
Tazewell County-Virginia,Tazewell County-Virginia,Tazewell County,Virginia,0.443807241,0.159485254,0.005545374,0,1,3,4,14,-5.014894511,pct-renter-occupied,,,,,,,,,,,,,,0.293029079,,,,,,,,,,,,,
Washington County-Kansas,Washington County-Kansas,Washington County,Kansas,0.441432697,0.811585853,0.002166093,0,0,3,3,17,-0.114134132,pct-asian,,,,,,,,,,,,,,2.01005988,,,,,,,,,,,,,
Todd County-Minnesota,Todd County-Minnesota,Todd County,Minnesota,0.440851255,1.292832167,0.006710391,0,0,3,3,17,-1.053231036,pct-other,renter-occupied-households,,,,,,,,,,,,,3.493559797,0.000593141,,,,,,,,,,,,
Thomas County-Kansas,Thomas County-Kansas,Thomas County,Kansas,0.440034055,0.76165009,0.002209553,0,0,3,3,17,8.009906113,population,,,,,,,,,,,,,,-0.00096964,,,,,,,,,,,,,
Beaver County-Pennsylvania,Beaver County-Pennsylvania,Beaver County,Pennsylvania,0.439029126,0.152919107,0.002241254,0,1,3,4,17,15.79543028,renter-occupied-households,,,,,,,,,,,,,,-0.000664928,,,,,,,,,,,,,
Macon County-Alabama,Macon County-Alabama,Macon County,Alabama,0.438240503,0.257382385,0.002266414,0,1,3,4,17,0.346943682,pct-hispanic,,,,,,,,,,,,,,0.396139687,,,,,,,,,,,,,
Adams County-Indiana,Adams County-Indiana,Adams County,Indiana,0.438200349,0.75371382,0.002267702,0,0,3,3,17,0.093176568,pct-other,,,,,,,,,,,,,,5.782453245,,,,,,,,,,,,,
Essex County-New Jersey,Essex County-New Jersey,Essex County,New Jersey,0.438145312,0.787088185,0.003117335,0,0,3,3,16,102.9605611,pct-renter-occupied,,,,,,,,,,,,,,-1.849675854,,,,,,,,,,,,,
Aitkin County-Minnesota,Aitkin County-Minnesota,Aitkin County,Minnesota,0.437578823,1.408057074,0.006990175,0,0,3,3,17,-0.896907067,pct-asian,renter-occupied-households,,,,,,,,,,,,,1.032072168,0.000673338,,,,,,,,,,,,
Bolivar County-Mississippi,Bolivar County-Mississippi,Bolivar County,Mississippi,0.435933272,0.236554485,0.00234147,0,1,3,4,17,-0.820610342,median-gross-rent,,,,,,,,,,,,,,0.00687619,,,,,,,,,,,,,
Nye County-Nevada,Nye County-Nevada,Nye County,Nevada,0.435332268,0.800234239,0.00236138,0,0,3,3,17,-0.38617702,poverty-rate,,,,,,,,,,,,,,0.039142615,,,,,,,,,,,,,
Pendleton County-West Virginia,Pendleton County-West Virginia,Pendleton County,West Virginia,0.434543644,0.546671948,0.002387734,0,0,3,3,17,-1.094247676,median-gross-rent,,,,,,,,,,,,,,0.003515462,,,,,,,,,,,,,
Humboldt County-California,Humboldt County-California,Humboldt County,California,0.434107436,0.107143092,0.016361523,0,1,3,4,11,3.019675676,pct-af-am,,,,,,,,,,,,,,-1.601801802,,,,,,,,,,,,,
Jackson County-Michigan,Jackson County-Michigan,Jackson County,Michigan,0.432389551,0.112414437,0.004604275,0,1,3,4,15,12.00631579,pct-nh-pi,,,,,,,,,,,,,,-80.73684211,,,,,,,,,,,,,
Fayette County-Georgia,Fayette County-Georgia,Fayette County,Georgia,0.430296405,0.214959615,0.002534208,0,1,3,4,17,-12.60124602,median-household-income,,,,,,,,,,,,,,0.000221855,,,,,,,,,,,,,
Wabasha County-Minnesota,Wabasha County-Minnesota,Wabasha County,Minnesota,0.428666857,0.757924357,0.003530811,0,0,3,3,16,-8.108211343,renter-occupied-households,,,,,,,,,,,,,,0.005440613,,,,,,,,,,,,,
Waseca County-Minnesota,Waseca County-Minnesota,Waseca County,Minnesota,0.426711629,0.645730189,0.004933575,0,0,3,3,15,-9.532287056,pct-renter-occupied,,,,,,,,,,,,,,0.489532025,,,,,,,,,,,,,
Lancaster County-South Carolina,Lancaster County-South Carolina,Lancaster County,South Carolina,0.426705709,1.186813454,0.047033809,0,0,3,3,8,-25.72014039,renter-occupied-households,,,,,,,,,,,,,,0.003454715,,,,,,,,,,,,,
Albemarle County-Virginia,Albemarle County-Virginia,Albemarle County,Virginia,0.425773172,0.141240767,0.00269893,0,1,3,4,17,4.806142807,pct-am-ind,,,,,,,,,,,,,,-10.1379069,,,,,,,,,,,,,
Limestone County-Texas,Limestone County-Texas,Limestone County,Texas,0.42523178,0.540311965,0.00271927,0,0,3,3,17,0.556035645,pct-nh-pi,,,,,,,,,,,,,,-7.152697495,,,,,,,,,,,,,
Lincoln County-Nevada,Lincoln County-Nevada,Lincoln County,Nevada,0.422858886,1.21471182,0.002810036,0,0,3,3,17,-1.202675672,population,,,,,,,,,,,,,,0.000279747,,,,,,,,,,,,,
Phillips County-Montana,Phillips County-Montana,Phillips County,Montana,0.422857149,1.470196772,0.002810104,0,0,3,3,17,1.55E-17,pct-other,,,,,,,,,,,,,,1.032407407,,,,,,,,,,,,,
Pend Oreille County-Washington,Pend Oreille County-Washington,Pend Oreille County,Washington,0.422588566,0.758562383,0.002820545,0,0,3,3,17,14.30352476,population,,,,,,,,,,,,,,-0.001075726,,,,,,,,,,,,,
Hillsborough County-Florida,Hillsborough County-Florida,Hillsborough County,Florida,0.416975276,0.104637636,0.003046822,0,1,3,4,17,5.409902539,pct-multiple,,,,,,,,,,,,,,-0.946957245,,,,,,,,,,,,,
